date,model,split_id,turnover,transaction_cost,portfolio_return,benchmark_return,active_return,net_active_return
2018-01-31,elastic_net,1,0.5,0.00075,0.041565293981969,0.050692992550622096,-0.009127698568653093,-0.009877698568653094
2018-02-28,elastic_net,2,0.29999999999999993,0.00044999999999999993,0.011305209091211216,0.026913263840617985,-0.015608054749406769,-0.016058054749406768
2018-03-31,elastic_net,3,0.30000000000000004,0.0004500000000000001,0.007425017718982005,0.007200759526716283,0.0002242581922657222,-0.0002257418077342779
2018-04-30,elastic_net,4,0.30000000000000016,0.00045000000000000026,0.013771185824756128,0.0032705554632528333,0.010500630361503295,0.010050630361503294
2018-05-31,elastic_net,5,0.3,0.00045,0.00743331189611051,0.016522982687954713,-0.009089670791844202,-0.009539670791844203
2018-06-30,elastic_net,6,0.29999999999999993,0.00044999999999999993,-0.0026494586938450005,0.00010127496182588125,-0.0027507336556708817,-0.0032007336556708816
2018-07-31,elastic_net,7,0.3000000000000001,0.0004500000000000002,0.02770647044074382,0.01964101784757255,0.00806545259317127,0.00761545259317127
2018-08-31,elastic_net,8,0.29999999999999993,0.00044999999999999993,0.020474147423824193,0.01655082982396716,0.003923317599857031,0.0034733175998570313
2018-09-30,elastic_net,9,0.3,0.00045,-0.00987888816154881,0.003673870205890495,-0.013552758367439304,-0.014002758367439305
2018-10-31,elastic_net,10,0.29999999999999993,0.00044999999999999993,-0.02787476393702025,-0.028088136276895548,0.0002133723398752979,-0.00023662766012470202
2018-11-30,elastic_net,11,0.30000000000000004,0.0004500000000000001,-0.01979932851855972,-0.060830953260451626,0.041031624741891905,0.040581624741891906
2018-12-31,elastic_net,12,0.3,0.00045,0.004335242044090062,0.014478439921539188,-0.010143197877449127,-0.010593197877449128
2019-01-31,elastic_net,13,0.3,0.00045,-0.04945782671835513,-0.05462296755317542,0.005165140834820288,0.004715140834820288
2019-02-28,elastic_net,14,0.30000000000000004,0.0004500000000000001,0.0031126066606237167,-0.03888030494110195,0.04199291160172567,0.04154291160172567
2019-03-31,elastic_net,15,0.30000000000000004,0.0004500000000000001,-0.021667163765438195,0.020652616496963816,-0.04231978026240201,-0.04276978026240201
2019-04-30,elastic_net,16,0.3,0.00045,-0.012297692560549628,-0.03256664946755383,0.020268956907004206,0.019818956907004207
2019-05-31,elastic_net,17,0.29999999999999993,0.00044999999999999993,0.038966282953791564,0.054542885230214555,-0.01557660227642299,-0.01602660227642299
2019-06-30,elastic_net,18,0.30000000000000004,0.0004500000000000001,-0.008734606860553504,-0.018891992469643126,0.010157385609089622,0.009707385609089621
2019-07-31,elastic_net,19,0.3,0.00045,0.02210663045373645,0.016393492059751047,0.005713138393985403,0.005263138393985403
2019-08-31,elastic_net,20,0.29999999999999993,0.00044999999999999993,0.004627092123460661,-0.006778947484429421,0.011406039607890082,0.010956039607890081
2019-09-30,elastic_net,21,0.29999999999999993,0.00044999999999999993,0.03756279250996242,0.026422910211889805,0.011139882298072612,0.010689882298072611
2019-10-31,elastic_net,22,0.3,0.00045,-0.004340715644384839,-0.020831863285071694,0.016491147640686855,0.016041147640686856
2019-11-30,elastic_net,23,0.30000000000000004,0.0004500000000000001,0.04316563700139041,0.08276754630153937,-0.039601909300148966,-0.040051909300148965
2019-12-31,elastic_net,24,0.29999999999999993,0.00044999999999999993,-0.010495137860665166,-0.05242173869446265,0.041926600833797484,0.041476600833797485
2020-01-31,elastic_net,25,0.3,0.00045,0.13603538605625137,0.20628940927635986,-0.07025402322010849,-0.07070402322010849
2020-02-29,elastic_net,26,0.3,0.00045,-0.008252562481957883,-0.025565345396648786,0.017312782914690905,0.016862782914690906
2020-03-31,elastic_net,27,0.3,0.00045,0.00046808418772158796,0.03211634038341038,-0.03164825619568879,-0.03209825619568879
2020-04-30,elastic_net,28,0.29999999999999993,0.00044999999999999993,0.03228344851472046,0.057199812955161855,-0.024916364440441395,-0.025366364440441394
2020-05-31,elastic_net,29,0.3,0.00045,-0.025836539391962676,-0.026212308733187473,0.00037576934122479644,-7.423065877520355e-05
2020-06-30,elastic_net,30,0.30000000000000004,0.0004500000000000001,-0.04292755621766409,-0.07931075782483732,0.03638320160717323,0.03593320160717323
2020-07-31,elastic_net,31,0.30000000000000004,0.0004500000000000001,0.03400466946807264,0.05268245126237092,-0.018677781794298284,-0.019127781794298283
2020-08-31,elastic_net,32,0.29999999999999993,0.00044999999999999993,-0.010435864508175012,0.0013974513861791937,-0.011833315894354206,-0.012283315894354207
2020-09-30,elastic_net,33,0.3,0.00045,0.008727285891765664,0.019871407063151603,-0.011144121171385938,-0.011594121171385939
2020-10-31,elastic_net,34,0.29999999999999993,0.00044999999999999993,-0.03456950064312185,-0.02982820282665921,-0.004741297816462639,-0.005191297816462639
2020-11-30,elastic_net,35,0.30000000000000004,0.0004500000000000001,0.005281200015698646,0.027586693928902672,-0.022305493913204025,-0.022755493913204024
2020-12-31,elastic_net,36,0.29999999999999993,0.00044999999999999993,-0.039295666930742615,-0.07499691469737857,0.035701247766635955,0.035251247766635956
2021-01-31,elastic_net,37,0.30000000000000004,0.0004500000000000001,-0.0024176936889241537,-0.02999326406083025,0.027575570371906097,0.027125570371906098
2021-02-28,elastic_net,38,0.3,0.00045,0.019113510383439065,0.03586435611661476,-0.016750845733175694,-0.017200845733175693
2021-03-31,elastic_net,39,0.3,0.00045,0.0025285199208252545,0.008604421866381884,-0.006075901945556629,-0.006525901945556629
2021-04-30,elastic_net,40,0.30000000000000004,0.0004500000000000001,-0.005303947193700446,-0.014998363622247157,0.009694416428546711,0.00924441642854671
2021-05-31,elastic_net,41,0.3,0.00045,0.024446457776979017,0.022443089413020978,0.002003368363958039,0.0015533683639580393
2021-06-30,elastic_net,42,0.29999999999999993,0.00044999999999999993,-0.013803538376646622,-0.005397929929713774,-0.008405608446932849,-0.00885560844693285
2021-07-31,elastic_net,43,0.29999999999999993,0.00044999999999999993,0.009992695228259562,0.03672113314770997,-0.026728437919450412,-0.02717843791945041
2021-08-31,elastic_net,44,0.3,0.00045,-0.016587107700788323,0.004958634316195143,-0.021545742016983466,-0.021995742016983465
2021-09-30,elastic_net,45,0.3,0.00045,-0.058490950447104124,-0.07891389414562822,0.02042294369852409,0.019972943698524093
2021-10-31,elastic_net,46,0.30000000000000004,0.0004500000000000001,0.009245096132937832,0.036829333954342625,-0.027584237821404792,-0.02803423782140479
2021-11-30,elastic_net,47,0.3,0.00045,-0.013170659033715552,-0.061509327345875664,0.04833866831216011,0.04788866831216011
2021-12-31,elastic_net,48,0.29999999999999993,0.00044999999999999993,0.008393703826124553,0.044028791966112424,-0.03563508813998787,-0.03608508813998787
2022-01-31,elastic_net,49,0.30000000000000004,0.0004500000000000001,-0.007469283543803008,-0.0008510858214244577,-0.00661819772237855,-0.00706819772237855
